comparison,feature,group_a,group_b,group_a_count,group_b_count,group_a_median,group_b_median,median_difference,rank_biserial_effect,absolute_effect,mann_whitney_p_value,adjusted_significance_flag
False Alarm vs Correct Pass,sensor_567,False Alarm,Correct Pass,324,632,2.2161999999999997,2.0902,0.1259999999999999,-0.03891721362712919,0.03891721362712919,0.31682742345266823,False
False Alarm vs Correct Pass,sensor_186,False Alarm,Correct Pass,445,724,6.7,6.69,0.009999999999999787,0.03885095288348128,0.03885095288348128,0.26417927262374197,False
False Alarm vs Correct Pass,sensor_458,False Alarm,Correct Pass,445,724,4.7877,4.7607,0.027000000000000135,0.03785771928735482,0.03785771928735482,0.2765874362081845,False
False Alarm vs Correct Pass,sensor_147,False Alarm,Correct Pass,446,722,0.04955,0.05055,-0.0010000000000000009,-0.0373619616660249,0.0373619616660249,0.2828438019374624,False
False Alarm vs Correct Pass,sensor_497,False Alarm,Correct Pass,446,687,22.06935,21.1866,0.8827500000000015,0.03704936651849522,0.03704936651849522,0.29154757010965937,False
False Alarm vs Correct Pass,sensor_430,False Alarm,Correct Pass,446,724,3.56265,3.4492000000000003,0.11344999999999983,0.03673537645863778,0.03673537645863778,0.2907428613722999,False
False Alarm vs Correct Pass,sensor_377,False Alarm,Correct Pass,446,722,0.0016,0.0015,0.00010000000000000005,0.03672533942834422,0.03672533942834422,0.2900364999644339,False
False Alarm vs Correct Pass,sensor_584,False Alarm,Correct Pass,446,723,0.0138,0.0136,0.00020000000000000052,0.03613493850361915,0.03613493850361915,0.29880590482769775,False
False Alarm vs Correct Pass,sensor_562,False Alarm,Correct Pass,445,724,29.7801,27.9814,1.7987000000000002,0.036131975914085235,0.036131975914085235,0.29906920743635745,False
False Alarm vs Correct Pass,sensor_300,False Alarm,Correct Pass,445,724,0.0398,0.0393,0.0005000000000000004,0.03578744801042899,0.03578744801042899,0.3037062579476547,False
False Alarm vs Correct Pass,sensor_157,False Alarm,Correct Pass,446,724,0.0504,0.04865,0.0017500000000000016,0.035775338800386525,0.035775338800386525,0.30353427727176996,False
False Alarm vs Correct Pass,sensor_361,False Alarm,Correct Pass,446,724,0.00075,0.0007,5.000000000000002e-05,0.035654559869187086,0.035654559869187086,0.304002792175045,False
False Alarm vs Correct Pass,sensor_121,False Alarm,Correct Pass,446,724,6.310700000000001,6.3214500000000005,-0.010749999999999815,-0.035307707553947965,0.035307707553947965,0.3099003349660484,False
False Alarm vs Correct Pass,sensor_586,False Alarm,Correct Pass,446,723,2.7626,2.7189,0.04369999999999985,0.034863455085623496,0.034863455085623496,0.3161559726163843,False
False Alarm vs Correct Pass,sensor_001,False Alarm,Correct Pass,442,723,3012.98,3012.09,0.8899999999998727,-0.03426522220761907,0.03426522220761907,0.3258836728798118,False
False Alarm vs Correct Pass,sensor_428,False Alarm,Correct Pass,446,721,3.8327,3.9707,-0.1379999999999999,-0.03389972820509635,0.03389972820509635,0.3299766986153766,False
False Alarm vs Correct Pass,sensor_587,False Alarm,Correct Pass,445,724,0.0202,0.020900000000000002,-0.0007000000000000027,-0.03379477310820034,0.03379477310820034,0.3314158715124277,False
False Alarm vs Correct Pass,sensor_155,False Alarm,Correct Pass,446,721,7.31165,7.549,-0.23735000000000017,-0.03377844672633301,0.03377844672633301,0.33171000939064244,False
False Alarm vs Correct Pass,sensor_313,False Alarm,Correct Pass,446,724,0.12085,0.122,-0.0011499999999999982,0.03372829076134076,0.03372829076134076,0.33203959945266204,False
False Alarm vs Correct Pass,sensor_016,False Alarm,Correct Pass,446,721,412.42995,412.0525,0.3774500000000103,0.033660275029076425,0.033660275029076425,0.3334045303442579,False
False Alarm vs Correct Pass,sensor_345,False Alarm,Correct Pass,445,721,23.8642,23.1802,0.684000000000001,0.0332902180180461,0.0332902180180461,0.3390823277464885,False
False Alarm vs Correct Pass,sensor_099,False Alarm,Correct Pass,446,718,0.0219,-0.011200000000000002,0.033100000000000004,0.0331513796420051,0.0331513796420051,0.3411400084148627,False
False Alarm vs Correct Pass,sensor_569,False Alarm,Correct Pass,324,632,2.1022,1.9258,0.1763999999999999,-0.033086224410064036,0.033086224410064036,0.3947695302870927,False
False Alarm vs Correct Pass,sensor_032,False Alarm,Correct Pass,445,724,3.4372,3.42835,0.008849999999999802,0.032683593022533985,0.032683593022533985,0.34757522828548437,False
False Alarm vs Correct Pass,sensor_355,False Alarm,Correct Pass,446,704,0.0433,0.04485,-0.0015500000000000028,-0.03210673155320021,0.03210673155320021,0.3584083357067168,False
False Alarm vs Correct Pass,sensor_216,False Alarm,Correct Pass,446,704,0.0811,0.08285000000000001,-0.0017500000000000016,-0.031237260497350205,0.031237260497350205,0.371576646056586,False
False Alarm vs Correct Pass,sensor_322,False Alarm,Correct Pass,445,724,2.0907,2.0701,0.02059999999999995,0.03070954125023273,0.03070954125023273,0.377471625205933,False
False Alarm vs Correct Pass,sensor_560,False Alarm,Correct Pass,445,724,0.2903,0.2718,0.018500000000000016,0.03019740517723002,0.03019740517723002,0.3854719325268593,False
False Alarm vs Correct Pass,sensor_408,False Alarm,Correct Pass,443,719,1.2208,1.2479,-0.027099999999999902,-0.029791188539387226,0.029791188539387226,0.39318548942280773,False
False Alarm vs Correct Pass,sensor_281,False Alarm,Correct Pass,446,722,0.016550000000000002,0.0171,-0.0005499999999999984,-0.029529955405388608,0.029529955405388608,0.39597686497942897,False
False Alarm vs Correct Pass,sensor_489,False Alarm,Correct Pass,446,704,348.7886,356.22860000000003,-7.440000000000055,-0.02927219221361599,0.02927219221361599,0.401808995382399,False
False Alarm vs Correct Pass,sensor_333,False Alarm,Correct Pass,444,721,2.00805,2.1044,-0.09635000000000016,-0.029079356749259655,0.029079356749259655,0.40401845749277265,False
False Alarm vs Correct Pass,sensor_358,False Alarm,Correct Pass,439,720,0.0009,0.0009,0.0,-0.02888192862566441,0.02888192862566441,0.4062450019044138,False
False Alarm vs Correct Pass,sensor_083,False Alarm,Correct Pass,446,704,0.0066,0.009649999999999999,-0.003049999999999999,-0.02822118324500611,0.02822118324500611,0.4195272317056701,False
False Alarm vs Correct Pass,sensor_209,False Alarm,Correct Pass,445,721,73.814,73.76,0.053999999999987836,0.026330471099752284,0.026330471099752284,0.4495883791681492,False
False Alarm vs Correct Pass,sensor_443,False Alarm,Correct Pass,446,724,1.2102,1.2887,-0.07850000000000001,-0.026298838044743977,0.026298838044743977,0.44945506900320553,False
False Alarm vs Correct Pass,sensor_492,False Alarm,Correct Pass,439,720,2.1985,2.2587,-0.06020000000000003,-0.026142115920020248,0.026142115920020248,0.45485513201509964,False
False Alarm vs Correct Pass,sensor_220,False Alarm,Correct Pass,439,720,0.0029,0.003,-0.00010000000000000026,-0.02601872943558592,0.02601872943558592,0.45676356998673495,False
False Alarm vs Correct Pass,sensor_118,False Alarm,Correct Pass,446,724,58.546899999999994,58.5561,-0.00920000000000698,-0.025986051581894265,0.025986051581894265,0.4548695485590242,False
False Alarm vs Correct Pass,sensor_575,False Alarm,Correct Pass,446,724,2.99085,2.9646,0.026250000000000107,0.02571042786710609,0.02571042786710609,0.4596643368064057,False
False Alarm vs Correct Pass,sensor_019,False Alarm,Correct Pass,446,721,189.87785,189.4878,0.39005000000000223,0.025475330103307048,0.025475330103307048,0.46413770891063677,False
False Alarm vs Correct Pass,sensor_217,False Alarm,Correct Pass,446,704,0.0825,0.0862,-0.003699999999999995,-0.02516688748471263,0.02516688748471263,0.4716066094579596,False
False Alarm vs Correct Pass,sensor_422,False Alarm,Correct Pass,446,722,3.8441,3.9644000000000004,-0.1203000000000003,-0.02438107896600128,0.02438107896600128,0.48343497016839887,False
False Alarm vs Correct Pass,sensor_183,False Alarm,Correct Pass,445,724,9.95,10.735,-0.7850000000000001,-0.024278353715314394,0.024278353715314394,0.48535224547399425,False
False Alarm vs Correct Pass,sensor_095,False Alarm,Correct Pass,446,718,0.0,0.0,0.0,-0.024145296476260625,0.024145296476260625,0.4754118968422597,False
False Alarm vs Correct Pass,sensor_149,False Alarm,Correct Pass,446,722,7.69965,7.975899999999999,-0.2762499999999992,-0.02331590127076011,0.02331590127076011,0.502750624174617,False
False Alarm vs Correct Pass,sensor_146,False Alarm,Correct Pass,446,722,0.05795,0.0583,-0.00034999999999999615,0.022691700930400183,0.022691700930400183,0.5142550213804596,False
False Alarm vs Correct Pass,sensor_215,False Alarm,Correct Pass,446,704,0.0766,0.07425000000000001,0.002349999999999991,0.022456558295964157,0.022456558295964157,0.5206579170572185,False
False Alarm vs Correct Pass,sensor_571,False Alarm,Correct Pass,446,724,532.575,532.3164,0.2586000000000013,0.022437009142036057,0.022437009142036057,0.5187653817235118,False
False Alarm vs Correct Pass,sensor_102,False Alarm,Correct Pass,446,718,0.0,0.0,0.0,0.022196684862035854,0.022196684862035854,0.5145768220933593,False
False Alarm vs Correct Pass,sensor_483,False Alarm,Correct Pass,446,704,281.9918,300.94435,-18.952549999999974,-0.02194697818997149,0.02194697818997149,0.5244638453805409,False
False Alarm vs Correct Pass,sensor_129,False Alarm,Correct Pass,442,719,3.1790000000000003,3.199,-0.019999999999999574,0.021913290832541454,0.021913290832541454,0.5302623235616326,False
False Alarm vs Correct Pass,sensor_338,False Alarm,Correct Pass,444,721,2.00805,2.0993,-0.09125000000000005,-0.02113868376004302,0.02113868376004302,0.544133235463631,False
False Alarm vs Correct Pass,sensor_335,False Alarm,Correct Pass,445,721,0.1303,0.1302,9.999999999998899e-05,0.020623665632937938,0.020623665632937938,0.5537121500439228,False
False Alarm vs Correct Pass,sensor_002,False Alarm,Correct Pass,443,722,2499.04,2499.715,-0.6750000000001819,0.020494237851966357,0.020494237851966357,0.5566503930168474,False
False Alarm vs Correct Pass,sensor_563,False Alarm,Correct Pass,324,632,264.272,264.272,0.0,-0.020491483044225656,0.020491483044225656,0.5981889064069634,False
False Alarm vs Correct Pass,sensor_573,False Alarm,Correct Pass,446,724,8.72,8.65,0.07000000000000028,0.019655996828778832,0.019655996828778832,0.5718935459532001,False
False Alarm vs Correct Pass,sensor_471,False Alarm,Correct Pass,445,721,4.1254,4.0553,0.07010000000000005,0.0194798111237513,0.0194798111237513,0.5759189668552143,False
False Alarm vs Correct Pass,sensor_290,False Alarm,Correct Pass,446,721,2.5224,2.583,-0.06059999999999999,-0.01917802255213552,0.01917802255213552,0.581584889953594,False
False Alarm vs Correct Pass,sensor_091,False Alarm,Correct Pass,446,687,8844.3351,8838.58,5.755100000000311,-0.01898812670935568,0.01898812670935568,0.5888422478517614,False
False Alarm vs Correct Pass,sensor_362,False Alarm,Correct Pass,446,724,39.8552,39.788349999999994,0.0668500000000094,-0.018748606396947753,0.018748606396947753,0.5897772938977353,False
False Alarm vs Correct Pass,sensor_589,False Alarm,Correct Pass,445,724,0.0046,0.0045,0.00010000000000000026,0.018539325842696686,0.018539325842696686,0.5941278407422541,False
False Alarm vs Correct Pass,sensor_455,False Alarm,Correct Pass,445,724,7.2138,7.90335,-0.6895499999999997,-0.017952697249984495,0.017952697249984495,0.6059192117240726,False
False Alarm vs Correct Pass,sensor_182,False Alarm,Correct Pass,445,724,0.529,0.527,0.0020000000000000018,-0.017803712210565537,0.017803712210565537,0.6089125088339618,False
False Alarm vs Correct Pass,sensor_082,False Alarm,Correct Pass,446,704,-0.02015,-0.0199,-0.0002500000000000002,-0.01776205156950672,0.01776205156950672,0.6114278263428006,False
False Alarm vs Correct Pass,sensor_199,False Alarm,Correct Pass,445,721,0.428,0.422,0.006000000000000005,0.01740092568062468,0.01740092568062468,0.6173194128762678,False
False Alarm vs Correct Pass,sensor_577,False Alarm,Correct Pass,446,724,1.63205,1.6245,0.007549999999999946,0.01706699204717199,0.01706699204717199,0.6235710473970795,False
False Alarm vs Correct Pass,sensor_590,False Alarm,Correct Pass,445,724,71.778,70.26495,1.513050000000007,0.016571481780371267,0.016571481780371267,0.6339213876742285,False
False Alarm vs Correct Pass,sensor_284,False Alarm,Correct Pass,446,722,2.62535,2.71075,-0.08539999999999992,-0.016198154106058182,0.016198154106058182,0.6415335373795674,False
False Alarm vs Correct Pass,sensor_151,False Alarm,Correct Pass,446,721,5.9315,5.936,-0.0045000000000001705,0.015620432508411941,0.015620432508411941,0.6535550176641072,False
False Alarm vs Correct Pass,sensor_117,False Alarm,Correct Pass,446,724,0.99055,0.9905,4.999999999999449e-05,-0.015496865941580173,0.015496865941580173,0.6555025253593367,False
False Alarm vs Correct Pass,sensor_501,False Alarm,Correct Pass,446,722,0.0,0.0,0.0,-0.015443523843831852,0.015443523843831852,0.6187539120239116,False
False Alarm vs Correct Pass,sensor_282,False Alarm,Correct Pass,446,722,0.0139,0.014,-0.00010000000000000113,-0.015148503782467682,0.015148503782467682,0.6632708025722338,False
False Alarm vs Correct Pass,sensor_588,False Alarm,Correct Pass,445,724,0.0146,0.014700000000000001,-0.00010000000000000113,0.015118877646036477,0.015118877646036477,0.6639415617007371,False
False Alarm vs Correct Pass,sensor_010,False Alarm,Correct Pass,446,722,-0.0013,-0.00135,5.000000000000013e-05,-0.014856589195433756,0.014856589195433756,0.6693852833187216,False
False Alarm vs Correct Pass,sensor_065,False Alarm,Correct Pass,444,721,19.6682,20.0636,-0.3954000000000022,-0.014719296272694304,0.014719296272694304,0.6727746267389411,False
False Alarm vs Correct Pass,sensor_066,False Alarm,Correct Pass,444,721,25.81545,26.281,-0.46555000000000035,0.014663068061126383,0.014663068061126383,0.6739527382215609,False
False Alarm vs Correct Pass,sensor_410,False Alarm,Correct Pass,442,723,4.511150000000001,4.4746,0.03655000000000097,0.014222414149189788,0.014222414149189788,0.6834741634680244,False
False Alarm vs Correct Pass,sensor_135,False Alarm,Correct Pass,443,719,38.8714,39.14,-0.2685999999999993,-0.013792042496946766,0.013792042496946766,0.6926586165569623,False
False Alarm vs Correct Pass,sensor_307,False Alarm,Correct Pass,446,724,0.04445,0.0448,-0.00034999999999999615,-0.013270197953571317,0.013270197953571317,0.7027613087751532,False
False Alarm vs Correct Pass,sensor_119,False Alarm,Correct Pass,446,704,0.5992,0.5989,0.00029999999999996696,0.013010217081125264,0.013010217081125264,0.7098175625857093,False
False Alarm vs Correct Pass,sensor_318,False Alarm,Correct Pass,445,724,0.1619,0.16515000000000002,-0.0032500000000000306,-0.01292755602458251,0.01292755602458251,0.7102839031019326,False
False Alarm vs Correct Pass,sensor_363,False Alarm,Correct Pass,446,687,0.0123,0.0124,-9.99999999999994e-05,0.01236610727084031,0.01236610727084031,0.7248466623131102,False
False Alarm vs Correct Pass,sensor_225,False Alarm,Correct Pass,446,687,0.03985,0.0393,0.0005499999999999949,0.012049529702808703,0.012049529702808703,0.7316224133252691,False
False Alarm vs Correct Pass,sensor_454,False Alarm,Correct Pass,445,724,5.2446,5.2529,-0.008300000000000196,-0.011934322428456157,0.011934322428456157,0.7316533126784034,False
False Alarm vs Correct Pass,sensor_416,False Alarm,Correct Pass,444,713,6.1845,6.2727,-0.0882000000000005,-0.011352867594101812,0.011352867594101812,0.745154627175602,False
False Alarm vs Correct Pass,sensor_224,False Alarm,Correct Pass,446,724,120.53295,118.26835,2.2646000000000015,0.01126031266258698,0.01126031266258698,0.7461043667591,False
False Alarm vs Correct Pass,sensor_547,False Alarm,Correct Pass,367,617,0.9749,0.8979,0.07699999999999996,0.010320660310282337,0.010320660310282337,0.7863298478065843,False
False Alarm vs Correct Pass,sensor_137,False Alarm,Correct Pass,442,723,134.05,134.5,-0.44999999999998863,0.010248274221913434,0.010248274221913434,0.7689322660607131,False
False Alarm vs Correct Pass,sensor_420,False Alarm,Correct Pass,446,722,265.04915,247.96645,17.08269999999999,0.009993416394419974,0.009993416394419974,0.7620387895567104,False
False Alarm vs Correct Pass,sensor_309,False Alarm,Correct Pass,446,724,0.2198,0.21945,0.0003499999999999892,0.009581795208483124,0.009581795208483124,0.7829276876067212,False
False Alarm vs Correct Pass,sensor_197,False Alarm,Correct Pass,444,721,6.66,6.88,-0.21999999999999975,-0.009374492384201072,0.009374492384201072,0.7879668882750661,False
False Alarm vs Correct Pass,sensor_496,False Alarm,Correct Pass,446,724,6.6759,6.5819,0.0940000000000003,0.009073904318311232,0.009073904318311232,0.7941736474297878,False
False Alarm vs Correct Pass,sensor_052,False Alarm,Correct Pass,445,724,185.1189,176.74365,8.375249999999994,0.008920479235210221,0.008920479235210221,0.7977167229409732,False
False Alarm vs Correct Pass,sensor_024,False Alarm,Correct Pass,445,724,-3819.75,-3816.5,-3.25,0.008712520951021263,0.008712520951021263,0.8023351826683185,False
False Alarm vs Correct Pass,sensor_474,False Alarm,Correct Pass,444,721,33.250299999999996,34.6461,-1.3958000000000013,-0.008546688158338589,0.008546688158338589,0.8063063413539097,False
False Alarm vs Correct Pass,sensor_286,False Alarm,Correct Pass,446,721,1.81485,1.8704,-0.05554999999999999,0.007367072389493856,0.007367072389493856,0.8323924244545573,False
False Alarm vs Correct Pass,sensor_143,False Alarm,Correct Pass,444,713,6.33,6.31,0.020000000000000462,0.00701894039902462,0.00701894039902462,0.8407608163604647,False
False Alarm vs Correct Pass,sensor_392,False Alarm,Correct Pass,446,704,0.0102,0.0103,-9.99999999999994e-05,0.00686659192825112,0.00686659192825112,0.8443325950676616,False
False Alarm vs Correct Pass,sensor_445,False Alarm,Correct Pass,446,724,0.9006000000000001,0.9033,-0.0026999999999999247,0.006422961623268941,0.006422961623268941,0.8535038287693845,False
False Alarm vs Correct Pass,sensor_390,False Alarm,Correct Pass,446,724,0.0003,0.0003,0.0,0.0061039813690755285,0.0061039813690755285,0.856847854912978,False
False Alarm vs Correct Pass,sensor_172,False Alarm,Correct Pass,446,724,0.1095,0.1105,-0.0010000000000000009,0.006085399995044982,0.006085399995044982,0.8611260361229734,False
False Alarm vs Correct Pass,sensor_485,False Alarm,Correct Pass,446,704,145.29649999999998,137.93335000000002,7.363149999999962,0.0056244904198941015,0.0056244904198941015,0.8720813535115575,False
False Alarm vs Correct Pass,sensor_202,False Alarm,Correct Pass,444,721,6.635,6.76,-0.125,-0.005472879259287078,0.005472879259287078,0.8752620944533431,False
False Alarm vs Correct Pass,sensor_278,False Alarm,Correct Pass,444,713,2.07805,2.1101,-0.03204999999999991,0.005291055431307923,0.005291055431307923,0.8796320137116125,False
False Alarm vs Correct Pass,sensor_524,False Alarm,Correct Pass,446,724,0.09875,0.10095000000000001,-0.0022000000000000075,-0.00516252508485493,0.00516252508485493,0.8820305995143012,False
False Alarm vs Correct Pass,sensor_295,False Alarm,Correct Pass,445,724,266.4324,279.37104999999997,-12.938649999999996,0.004298839158234591,0.004298839158234591,0.9017364932304419,False
False Alarm vs Correct Pass,sensor_127,False Alarm,Correct Pass,442,719,2.734,2.745,-0.01100000000000012,0.003952196049062717,0.003952196049062717,0.9099366195513902,False
False Alarm vs Correct Pass,sensor_302,False Alarm,Correct Pass,445,724,0.8614,0.8588,0.0026000000000000467,0.0036501334657643714,0.0036501334657643714,0.9165162486996938,False
False Alarm vs Correct Pass,sensor_087,False Alarm,Correct Pass,446,724,2.4005,2.4038000000000004,-0.0033000000000003027,-0.003589302083591428,0.003589302083591428,0.917846100704009,False
False Alarm vs Correct Pass,sensor_174,False Alarm,Correct Pass,446,724,0.5762,0.5818,-0.005599999999999938,0.003078314297747964,0.003078314297747964,0.9295189018555148,False
False Alarm vs Correct Pass,sensor_075,False Alarm,Correct Pass,445,721,0.0,0.0,0.0,0.0022471910112360494,0.0022471910112360494,0.20368772426722714,False
False Alarm vs Correct Pass,sensor_207,False Alarm,Correct Pass,445,721,0.0,0.0,0.0,0.0022471910112360494,0.0022471910112360494,0.20368772426722714,False
False Alarm vs Correct Pass,sensor_210,False Alarm,Correct Pass,445,721,0.0,0.0,0.0,0.0022471910112360494,0.0022471910112360494,0.20368772426722714,False
False Alarm vs Correct Pass,sensor_343,False Alarm,Correct Pass,445,721,0.0,0.0,0.0,0.0022471910112360494,0.0022471910112360494,0.20368772426722714,False
False Alarm vs Correct Pass,sensor_348,False Alarm,Correct Pass,445,721,0.0,0.0,0.0,0.0022471910112360494,0.0022471910112360494,0.20368772426722714,False
False Alarm vs Correct Pass,sensor_479,False Alarm,Correct Pass,445,721,0.0,0.0,0.0,0.0022471910112360494,0.0022471910112360494,0.20368772426722714,False
False Alarm vs Correct Pass,sensor_049,False Alarm,Correct Pass,445,724,140.1109,140.0009,0.10999999999998522,-0.001967844062325419,0.001967844062325419,0.9549669414950973,False
False Alarm vs Correct Pass,sensor_522,False Alarm,Correct Pass,446,724,0.0,0.0,0.0,0.0018674280900825568,0.0018674280900825568,0.7958568578392745,False
False Alarm vs Correct Pass,sensor_431,False Alarm,Correct Pass,445,724,10.7138,11.34955,-0.6357499999999998,-0.0017412626482090632,0.0017412626482090632,0.9601557290680065,False
False Alarm vs Correct Pass,sensor_292,False Alarm,Correct Pass,446,724,0.017,0.0171,-9.99999999999994e-05,-0.001539157148873982,0.001539157148873982,0.9647602987088029,False
False Alarm vs Correct Pass,sensor_022,False Alarm,Correct Pass,445,724,-5523.25,-5526.875,3.625,0.0015302005090322979,0.0015302005090322979,0.9649906301056221,False
False Alarm vs Correct Pass,sensor_160,False Alarm,Correct Pass,445,724,603.0,629.0,-26.0,0.001201191880315422,0.001201191880315422,0.9725298796042421,False
False Alarm vs Correct Pass,sensor_167,False Alarm,Correct Pass,445,724,2.7,2.6,0.10000000000000009,0.0008535601216710376,0.0008535601216710376,0.980483409000182,False
False Alarm vs Correct Pass,sensor_490,False Alarm,Correct Pass,446,704,216.49585000000002,220.3736,-3.877749999999992,-0.0006051263758662939,0.0006051263758662939,0.9862473856986683,False
False Alarm vs Correct Pass,sensor_115,False Alarm,Correct Pass,446,724,0.0,0.0,0.0,0.0005791194906226149,0.0005791194906226149,0.9380549252798717,False
False Alarm vs Correct Pass,sensor_250,False Alarm,Correct Pass,446,724,0.0,0.0,0.0,0.0005481505339048898,0.0005481505339048898,0.9413791435643213,False
False Alarm vs Correct Pass,sensor_388,False Alarm,Correct Pass,446,724,0.0,0.0,0.0,0.0005481505339048898,0.0005481505339048898,0.9413791411526191,False
False Alarm vs Correct Pass,sensor_085,False Alarm,Correct Pass,439,720,0.1328,0.1333,-0.0005000000000000004,0.0004935459377373164,0.0004935459377373164,0.9888130213611478,False
False Alarm vs Correct Pass,sensor_252,False Alarm,Correct Pass,446,724,0.001,0.001,0.0,-0.0003034957758343282,0.0003034957758343282,0.9930855983602742,False
False Alarm vs Correct Pass,sensor_561,False Alarm,Correct Pass,445,724,0.0578,0.0574,0.0003999999999999976,0.00019864671922520394,0.00019864671922520394,0.99551558189845,False
Missed Failure vs Detected Failure,sensor_248,Missed Failure,Detected Failure,7,46,0.0225,0.056150000000000005,-0.033650000000000006,-0.8198757763975155,0.8198757763975155,0.0005509260904214957,False
Missed Failure vs Detected Failure,sensor_520,Missed Failure,Detected Failure,7,46,4.8934,12.01455,-7.12115,-0.8198757763975155,0.8198757763975155,0.00013156607484422913,False
Missed Failure vs Detected Failure,sensor_080,Missed Failure,Detected Failure,19,64,-0.0101,0.0121,-0.022199999999999998,-0.5115131578947368,0.5115131578947368,0.0007639854496945134,False
Missed Failure vs Detected Failure,sensor_041,Missed Failure,Detected Failure,19,64,79.21,74.57,4.640000000000001,0.49588815789473695,0.49588815789473695,0.0011025368169880507,False
Missed Failure vs Detected Failure,sensor_060,Missed Failure,Detected Failure,19,64,1.0045,8.28455,-7.280049999999999,-0.48519736842105265,0.48519736842105265,0.0014126757313103137,False
Missed Failure vs Detected Failure,sensor_386,Missed Failure,Detected Failure,7,46,0.0067,0.011,-0.004299999999999999,-0.484472049689441,0.484472049689441,0.0417057356732533,False
Missed Failure vs Detected Failure,sensor_029,Missed Failure,Detected Failure,19,64,70.5444,67.80555000000001,2.738849999999985,0.48026315789473695,0.48026315789473695,0.0015798681090419056,False
Missed Failure vs Detected Failure,sensor_347,Missed Failure,Detected Failure,10,44,2.99775,3.8201,-0.8223500000000001,-0.46818181818181814,0.46818181818181814,0.022461071292338635,False
Missed Failure vs Detected Failure,sensor_556,Missed Failure,Detected Failure,15,54,35.4007,59.0606,-23.6599,-0.4666666666666667,0.4666666666666667,0.006044036162320776,False
Missed Failure vs Detected Failure,sensor_038,Missed Failure,Detected Failure,19,64,66.1561,66.32310000000001,-0.1670000000000158,-0.45230263157894735,0.45230263157894735,0.002923871673656203,False
Missed Failure vs Detected Failure,sensor_113,Missed Failure,Detected Failure,7,46,0.4623,0.46475,-0.0024500000000000077,-0.4503105590062112,0.4503105590062112,0.058531791781260736,False
Missed Failure vs Detected Failure,sensor_346,Missed Failure,Detected Failure,10,44,5.0198,6.1799,-1.1601,-0.42727272727272725,0.42727272727272725,0.037336415920662856,False
Missed Failure vs Detected Failure,sensor_011,Missed Failure,Detected Failure,19,64,-0.0022,0.00375,-0.00595,-0.42598684210526316,0.42598684210526316,0.0050799058832832625,False
Missed Failure vs Detected Failure,sensor_072,Missed Failure,Detected Failure,19,64,111.3653,97.53909999999999,13.826200000000014,0.42434210526315796,0.42434210526315796,0.005254381408095294,False
Missed Failure vs Detected Failure,sensor_564,Missed Failure,Detected Failure,16,48,0.5671,0.67065,-0.10354999999999992,-0.42317708333333337,0.42317708333333337,0.010922595958093181,False
Missed Failure vs Detected Failure,sensor_136,Missed Failure,Detected Failure,19,64,110.0,95.0,15.0,0.40707236842105265,0.40707236842105265,0.007405319300415273,False
Missed Failure vs Detected Failure,sensor_409,Missed Failure,Detected Failure,19,64,4.9329,4.341200000000001,0.5916999999999994,0.40542763157894735,0.40542763157894735,0.00766225688170607,False
Missed Failure vs Detected Failure,sensor_045,Missed Failure,Detected Failure,19,64,10.1066,9.982500000000002,0.12409999999999854,0.4013157894736843,0.4013157894736843,0.00830857675118851,False
Missed Failure vs Detected Failure,sensor_214,Missed Failure,Detected Failure,19,64,0.0468,0.0601,-0.0133,-0.3955592105263158,0.3955592105263158,0.009285201628982786,False
Missed Failure vs Detected Failure,sensor_174,Missed Failure,Detected Failure,19,64,0.6178,0.55755,0.060250000000000026,0.39473684210526305,0.39473684210526305,0.00942546415193124,False
Missed Failure vs Detected Failure,sensor_271,Missed Failure,Detected Failure,19,64,29.0426,25.9831,3.0595,0.3873355263157894,0.3873355263157894,0.010854052822737974,False
Missed Failure vs Detected Failure,sensor_445,Missed Failure,Detected Failure,19,64,0.9617,0.87005,0.09165000000000001,0.38651315789473695,0.38651315789473695,0.011021294662527631,False
Missed Failure vs Detected Failure,sensor_550,Missed Failure,Detected Failure,15,54,0.3547,0.5378000000000001,-0.18310000000000004,-0.3827160493827161,0.3827160493827161,0.024436611110332473,False
Missed Failure vs Detected Failure,sensor_005,Missed Failure,Detected Failure,19,64,1.3963,1.29525,0.10105000000000008,0.381578947368421,0.381578947368421,0.01209104227145967,False
Missed Failure vs Detected Failure,sensor_206,Missed Failure,Detected Failure,19,64,8.01,10.215,-2.205,-0.3782894736842105,0.3782894736842105,0.012862715544528613,False
Missed Failure vs Detected Failure,sensor_478,Missed Failure,Detected Failure,19,64,5.5495,6.9616,-1.4120999999999997,-0.3782894736842105,0.3782894736842105,0.012863659657025042,False
Missed Failure vs Detected Failure,sensor_352,Missed Failure,Detected Failure,19,64,0.0216,0.0279,-0.0063,-0.375,0.375,0.0136656299291858,False
Missed Failure vs Detected Failure,sensor_034,Missed Failure,Detected Failure,19,64,8.7073,8.98255,-0.2752499999999998,-0.368421052631579,0.368421052631579,0.015402212752841359,False
Missed Failure vs Detected Failure,sensor_079,Missed Failure,Detected Failure,19,64,0.0012,-0.0398,0.041,0.3675986842105263,0.3675986842105263,0.015644958801342146,False
Missed Failure vs Detected Failure,sensor_342,Missed Failure,Detected Failure,19,64,2.418,3.12105,-0.7030499999999997,-0.36348684210526316,0.36348684210526316,0.016849664054532452,False
