monitoring_rank,feature,reference_count,current_count,reference_missing_rate,current_missing_rate,missing_rate_difference,reference_mean,current_mean,absolute_mean_shift,standardised_mean_shift,reference_std,current_std,standard_deviation_ratio,reference_median,current_median,absolute_median_shift,psi,ks_statistic,ks_p_value,wasserstein_distance,reference_constant,current_constant,overall_severity,feature_health_score,drift_detected,notes,psi_severity,ks_statistic_severity,standardised_mean_shift_severity,missing_rate_difference_severity,constant_sensor_change_severity,measurement_availability_severity,severity_rank
220,sensor_440,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,70.60667555910544,70.79300798722045,0.1863324281150085,0.0051823345502541975,35.95530668815442,46.89287225079375,1.304198922776613,66.01275000000001,64.8903,1.1224500000000148,0.03575765574853452,0.036741214057508076,0.8821868428021229,2.7532833053774355,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
221,sensor_319,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,3.205004712460064,3.1240404458598725,0.08096426660019151,0.06463702370628908,1.252598927947139,1.056488212303338,0.8434369443655814,2.91645,2.801,0.11545000000000005,0.03573419358304512,0.03710241956818128,0.8739664637465141,0.09456482954425857,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
222,sensor_526,1233,310,0.01596169193934557,0.012738853503184714,0.003222838436160856,5.5826689375506895,5.4718138709677415,0.11085506658294797,0.02978595363384304,3.7217229283870754,4.632693009243931,1.2447710639361464,5.1725,5.0314,0.14110000000000067,0.035664573116055386,0.07039217225230882,0.164950385158023,0.2411968151334515,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
223,sensor_062,1249,312,0.0031923383878691143,0.006369426751592357,0.0031770883637232427,10.422442353883106,10.425947435897436,0.0035050820143300854,0.012694089288433285,0.2761192185345567,0.2702656002079874,0.9788003951422284,10.4371,10.4338,0.0032999999999994145,0.03551484795624312,0.047907556814682506,0.6052950294809818,0.01746430028627223,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
224,sensor_494,1253,314,0.0,0.0,0.0,2.541809816440543,2.483105095541401,0.058704720899141805,0.06072043466782172,0.9668033705669745,1.002151406701993,1.0365617634476065,2.574,2.4335500000000003,0.14044999999999952,0.03531621509553014,0.05313108412421652,0.4673983270117592,0.08011539161784417,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
225,sensor_066,1248,312,0.0039904229848363925,0.006369426751592357,0.0023790037667559645,27.054441987179487,27.441309935897433,0.3868679487179456,0.055072492164936135,7.024703867755214,7.500907790882955,1.0677898929396314,26.19865,26.37985,0.18120000000000047,0.03530461165308734,0.04807692307692307,0.6008814995643393,0.4152073346118915,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
226,sensor_454,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,5.447997923322684,5.512699363057324,0.06470143973464015,0.0284294179138535,2.2758622751509625,2.1507201121109576,0.9450132969791839,5.22785,5.22415,0.0037000000000002586,0.03514620394634635,0.04997354551189437,0.5471780371316437,0.1541046000955908,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
227,sensor_488,1233,310,0.01596169193934557,0.012738853503184714,0.003222838436160856,232.8897496350365,265.5693770967742,32.67962746173768,0.1265556387317896,258.2234011002535,284.0165332009822,1.0998868886043163,109.4367,125.27825,15.841549999999998,0.03503393334376186,0.06487978442299147,0.23982065223421245,33.90867438113789,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
228,sensor_072,1249,312,0.0031923383878691143,0.006369426751592357,0.0031770883637232427,103.70413738991193,106.83062051282053,3.1264831229085956,0.09947298449212558,31.430474704979748,32.45410916707052,1.032568215138303,102.629,102.3758,0.25320000000000675,0.0350138546230772,0.05141035905647595,0.5138625929842497,3.3797566561556542,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
229,sensor_269,1245,314,0.006384676775738229,0.0,0.006384676775738229,19.432077911646587,19.79252866242038,0.3604507507737935,0.04921846453737605,7.3234863005543485,7.431552771891771,1.0147561512239385,17.912,19.071,1.1590000000000025,0.034933958882035855,0.06678689279410632,0.205778838622202,0.6364166168170167,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
230,sensor_145,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,0.12023924860111912,0.11908726114649681,0.0011519874546223052,0.018320475741599188,0.06287977838951843,0.054876210650427706,0.872716349451625,0.1072,0.108,0.0007999999999999952,0.03475505798921462,0.044112480716064106,0.7037782198076893,0.003766155645134625,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
231,sensor_040,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,118.6886371907422,118.64319424920127,0.04544294154092654,0.024384751145540683,1.8635802871105713,1.5635435195513185,0.8389998168394176,118.4008,118.3654,0.03540000000000987,0.03467441022587974,0.05202848626555054,0.4962360851345258,0.12036661516371255,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
232,sensor_155,1250,314,0.0023942537909018356,0.0,0.0023942537909018356,7.696347039999999,7.704435350318471,0.008088310318472125,0.0014087130755556863,5.741630754212727,2.349958390969826,0.40928413748056225,7.4793,7.605650000000001,0.1263500000000004,0.034671756457215604,0.04901401273885353,0.5725507517740037,0.2861272356440504,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
233,sensor_118,1253,314,0.0,0.0,0.0,58.67927318435754,58.412956687898095,0.2663164964594458,0.03682816277569395,7.231327234037609,1.093864511662782,0.15126746118112308,58.5558,58.5111,0.04469999999999885,0.03464520421042158,0.06065188769882218,0.30500398838024834,0.2293432088244371,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
234,sensor_131,1244,314,0.007182761372705506,0.0,0.007182761372705506,0.7437346463022507,0.7498961783439491,0.006161532041698337,0.07388038437780006,0.0833987545353078,0.07893750096646532,0.9465069521277591,0.7586,0.7612,0.0025999999999999357,0.03459347267162943,0.0507147684682655,0.5288354281488841,0.007879450220991761,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
235,sensor_007,1240,313,0.010375099760574621,0.0031847133757961785,0.007190386384778443,101.24042693548388,100.60772236421725,0.632704571266629,0.1016883153475956,6.221998752795635,6.281693062547894,1.009594072921573,101.6111,101.1478,0.4632999999999896,0.03448863212616931,0.05578171699474388,0.40820859249570096,0.6352684151118084,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
236,sensor_302,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,0.9084159744408946,0.9170658146964856,0.008649840255591013,0.029618398992052798,0.29204280278322725,0.4587330876649787,1.5707734732483019,0.86175,0.8418,0.019950000000000023,0.03434969441956271,0.04073482428115016,0.7923838136087104,0.032122437302166906,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
237,sensor_444,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,0.6340607342378293,0.6334619808306708,0.0005987534071584255,0.004187425739702508,0.14298842400509373,0.14601721005841475,1.021182036758536,0.6436,0.631,0.012599999999999945,0.0343290044803284,0.04984841492239711,0.5519810424334328,0.010632451019588153,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
238,sensor_377,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,0.001603037569944045,0.0015920382165605096,1.099935338353536e-05,0.01996076144365583,0.0005510487871208593,0.00046256023022515306,0.8394179263907926,0.0016,0.0016,0.0,0.03431887992939082,0.025210404924468063,0.9969184931818658,3.315698080462854e-05,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
239,sensor_216,1233,310,0.01596169193934557,0.012738853503184714,0.003222838436160856,0.0806051094890511,0.08294677419354839,0.002341664704497287,0.07554213338253254,0.030998127794981567,0.028062668644259756,0.9053020501710092,0.0823,0.0858,0.003500000000000003,0.034271023372057605,0.06526960207205085,0.2338024158344799,0.0036022870217564847,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
240,sensor_078,1233,310,0.01596169193934557,0.012738853503184714,0.003222838436160856,-0.007131305758313057,-0.006683870967741936,0.0004474347905711216,0.014281843829659852,0.031328923345451405,0.03157239994111232,1.0077716234604106,-0.01,-0.009049999999999999,0.0009500000000000012,0.03395486626132513,0.0438662585354368,0.717907980868657,0.001716338210081953,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
241,sensor_077,1233,310,0.01596169193934557,0.012738853503184714,0.003222838436160856,-0.029752716950527173,-0.02794967741935484,0.0018030395311723312,0.05391820796503991,0.03344027183435707,0.03225597232613933,0.9645846327421008,-0.0297,-0.02595,0.00375,0.03383048601961092,0.057750569029118626,0.3706555962295149,0.0023791095399704008,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
242,sensor_003,1240,313,0.010375099760574621,0.0031847133757961785,0.007190386384778443,2200.1513277419353,2202.1160958466453,1.9647681047099468,0.0667255511033936,29.445513333647398,29.775195225910853,1.0111963370625543,2200.9556,2203.4556,2.5,0.033812931801008236,0.044370297846027085,0.6994328558042213,2.316933322662005,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
243,sensor_087,1253,314,0.0,0.0,0.0,2.4017592976855546,2.4023194267515926,0.0005601290660379732,0.014845992499797601,0.037729310859183685,0.035756630855682835,0.9477149208777377,2.4036,2.4051,0.0015000000000000568,0.03361661839102654,0.03735239247462141,0.8687410037417734,0.00212911685459232,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
244,sensor_445,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,0.894858180367119,0.89578178913738,0.0009236087702610973,0.0058794757462001055,0.15709032745955692,0.1493187004856975,0.9505276543785917,0.9021,0.9033,0.0011999999999999789,0.03355374040194365,0.04979486931046001,0.5533782410645324,0.011037606174743314,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
245,sensor_360,1253,314,0.0,0.0,0.0,0.01991420590582602,0.019543630573248406,0.00037057533257761274,0.053072785463732265,0.006982398405127021,0.007724958980452214,1.106347494405353,0.0197,0.0189,0.0007999999999999986,0.03354595276119566,0.05030474631584825,0.5384755403334335,0.000641598054510968,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
246,sensor_540,1245,314,0.006384676775738229,0.0,0.006384676775738229,3.029819277108434,3.0517426751592356,0.02192339805080179,0.017703684216798424,1.2383522990090066,1.3109511227441435,1.058625339326486,3.0185,3.1648,0.1463000000000001,0.03344381862286276,0.04494410764075407,0.6820928856150242,0.08354497169842512,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
247,sensor_433,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,100.29024928115015,95.67716613418531,4.61308314696484,0.03607728458411441,127.86669507261303,119.36603891783717,0.9335193879066906,58.9075,56.9866,1.920899999999996,0.03336576154001651,0.0295527156549521,0.9793673743175149,8.895877300573877,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
248,sensor_301,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,0.11690359424920128,0.12431661341853037,0.007413019169329085,0.03471696400348762,0.21352728794442918,0.24059300945262038,1.1267553284113976,0.0827,0.0831,0.0003999999999999976,0.03334047874044263,0.047124600638977665,0.6243332015128595,0.0075892040689338304,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
249,sensor_586,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,3.0981519169329075,2.94691050955414,0.15124140737876735,0.038105183616861306,3.9690507438427343,1.0149557817141017,0.2557175121251907,2.7429,2.8331,0.09019999999999984,0.03331865747014088,0.057589385645387736,0.36601889075873323,0.18338904740576453,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
250,sensor_048,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,1.1793425718849841,1.1724378980891719,0.006904673795812277,0.03638691198034966,0.18975706978215323,0.1893583972699762,0.9978990373711255,1.25595,1.2375500000000001,0.01839999999999975,0.03328717849733323,0.05012616755865773,0.5432093992575181,0.009989809429048667,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
251,sensor_335,1249,312,0.0031923383878691143,0.006369426751592357,0.0031770883637232427,0.16956909527622097,0.16353910256410256,0.006029992712118404,0.034028932006664424,0.17720193836637174,0.1545549915447918,0.8721969577174911,0.1303,0.12484999999999999,0.00545000000000001,0.03320772098384482,0.03818695982426967,0.8532391864732132,0.008337510383256037,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
252,sensor_469,1248,312,0.0039904229848363925,0.006369426751592357,0.0023790037667559645,223.2816328525641,227.73870480769233,4.457071955128242,0.01917094530926232,232.49098483290945,224.06739583358453,0.9637681047917668,146.827,156.56779999999998,9.740799999999979,0.03314278157489988,0.06650641025641024,0.21188944165693346,15.711448568037504,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
253,sensor_429,1243,314,0.007980845969672785,0.0,0.007980845969672785,4.240135880933226,4.143996496815286,0.0961393841179401,0.00869633138411167,11.055165663717487,8.77806930743986,0.7940242212967513,2.5335,2.6554,0.12190000000000012,0.03312369167345729,0.05383267316078322,0.45152178577975444,0.6147251129507847,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
254,sensor_292,1253,314,0.0,0.0,0.0,0.02023559457302474,0.018691719745222928,0.0015438748278018138,0.0547320358448502,0.028207882348434125,0.009008121729690668,0.3193476780149264,0.017,0.01645,0.0005500000000000019,0.03309970737689459,0.04116998185247128,0.7801715073424139,0.001647315684052439,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
255,sensor_340,1249,312,0.0031923383878691143,0.006369426751592357,0.0031770883637232427,9.387763730984787,9.093545192307692,0.2942185386770948,0.044049457345150894,6.679277258099601,2.4513340140424047,0.36700587792935285,9.4621,9.54405,0.08195000000000086,0.03303660655014777,0.03533596107655354,0.9093948610594103,0.34641811125439426,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
256,sensor_394,1253,314,0.0,0.0,0.0,0.1340223463687151,0.13385859872611464,0.0001637476426004647,0.004247877809915612,0.03854810564895173,0.03790682463542286,0.9833641367654,0.134,0.13255,0.0014500000000000068,0.0328714422896137,0.04412340319538838,0.7032999541182982,0.0020985415345275227,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
257,sensor_254,1233,310,0.01596169193934557,0.012738853503184714,0.003222838436160856,0.033351987023519866,0.03267612903225806,0.0006758579912618037,0.03167447660283039,0.02133762144632912,0.026341899595274137,1.2345283967818232,0.0309,0.029949999999999997,0.0009500000000000029,0.03272448278040434,0.07367291944640658,0.1300570978533408,0.0014031184337490636,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
258,sensor_143,1240,313,0.010375099760574621,0.0031847133757961785,0.007190386384778443,6.620887096774195,6.723482428115015,0.10259533134082055,0.038755364572645744,2.647254966432034,5.910235608603896,2.2325902429299065,6.32,6.08,0.2400000000000002,0.03231986070637231,0.06707719262083889,0.20329538529457897,0.30292382472562307,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
259,sensor_041,1232,311,0.01675977653631285,0.009554140127388535,0.007205636408924314,67.67876948051949,68.8007427652733,1.1219732847538069,0.04637256558177651,24.194764095491834,23.55045345124852,0.9733698315180775,78.27,78.49,0.21999999999999886,0.03221186924988338,0.08427725811166331,0.05550056318692546,1.2064443692942184,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
260,sensor_080,1233,310,0.01596169193934557,0.012738853503184714,0.003222838436160856,0.0035468775344687756,0.0031061290322580647,0.00044074850221071087,0.019321840315075528,0.022810896634251995,0.02415390501268765,1.058875738203953,0.0007,-0.00030000000000000003,0.001,0.032103831477598446,0.0409831776678963,0.7916380816405449,0.0014434359785210624,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
261,sensor_320,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,7.922385782747605,7.890718152866242,0.031667629881362735,0.014360355606629231,2.205212095635283,2.074699236808976,0.9408161876652917,8.392,8.382200000000001,0.009799999999998477,0.03181272155254108,0.04173195498667104,0.7660165477435033,0.14159575235896563,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
262,sensor_054,1250,313,0.0023942537909018356,0.0031847133757961785,0.0007904595848943429,4.5931552,4.592236421725239,0.0009187782747606121,0.017918798457044458,0.05127454706090579,0.06775868060559712,1.3214876481524227,4.596,4.599,0.0030000000000001137,0.03154129049552608,0.03836166134185298,0.8482703742328181,0.002637987837687544,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
263,sensor_409,1250,312,0.0023942537909018356,0.006369426751592357,0.003975172960690521,5.36379264,5.2493423076923085,0.1144503323076913,0.043481088085679215,2.632186482596011,2.350778056010884,0.8930894796224369,4.92155,4.9319500000000005,0.010400000000000631,0.03141052654837003,0.05171794871794866,0.505988911686194,0.13770564914263547,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
264,sensor_164,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,0.1409185303514377,0.13734824281150157,0.003570287539936129,0.029545406182550398,0.12084069915561868,0.1266365564946104,1.0479627921676273,0.12,0.118,0.0020000000000000018,0.03132453789578653,0.052715654952076696,0.4792984542548309,0.005810564318071821,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
265,sensor_172,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,0.11978802873104549,0.1211693290734824,0.0013813003424369141,0.022155099990155934,0.06234683404952632,0.05416027513254553,0.8686932698061678,0.1102,0.1156,0.005399999999999988,0.031324057806158045,0.05570018536980895,0.4087423826717485,0.005768333097862624,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
266,sensor_422,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,4.201771462829735,4.065965605095542,0.1358058577341934,0.01761502333229306,7.709660962255148,1.2098648357275883,0.15692840990684648,3.935,4.0143,0.07930000000000037,0.03101953156973572,0.044557984185899735,0.6918703477623643,0.23529329514699596,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
267,sensor_406,1245,314,0.006384676775738229,0.0,0.006384676775738229,0.024141767068273094,0.024468152866242036,0.0003263857979689429,0.030783167163536643,0.010602736106879678,0.011225897365336475,1.0587736271255919,0.0239,0.0241,0.0001999999999999988,0.03101279880003705,0.04425088890594231,0.7006502210015186,0.0006767830893957018,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
268,sensor_284,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,2.8339844124700244,2.684461464968153,0.14952294750187134,0.02282901397362504,6.549689253973874,0.7099725554784996,0.1083978991900631,2.6536,2.6838499999999996,0.030249999999999666,0.031008483592144767,0.040561181627946086,0.7954764199628211,0.1685288046304537,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
269,sensor_017,1250,314,0.0023942537909018356,0.0,0.0023942537909018356,9.936399280000002,9.79296719745223,0.14343208254777196,0.05364863433258433,2.67354582893187,0.5626506424115929,0.2104510931972249,9.8631,9.79715,0.06594999999999906,0.03088307801130615,0.08818853503184709,0.037885111404901924,0.11766619973326573,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
270,sensor_005,1240,313,0.010375099760574621,0.0031847133757961785,0.007190386384778443,3.124148870967742,8.44733801916933,5.323189148201587,0.11936967274044206,44.594150473850696,88.76042867913696,1.990405192967734,1.3168,1.3101,0.006699999999999928,0.030879030842857508,0.035254560445223126,0.91047201396388,3.9748605825043204,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
271,sensor_366,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,0.005145323741007194,0.005410509554140128,0.00026518581313293363,0.10433518651252661,0.002541671913349147,0.003064949388733765,1.2058792374563791,0.0046,0.0047,0.00010000000000000026,0.030724629750671636,0.06402012148243197,0.24676299352234674,0.0002866647428208992,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
272,sensor_019,1250,314,0.0023942537909018356,0.0,0.0023942537909018356,190.027908,190.1247643312102,0.09685633121020487,0.03439973759008175,2.815612501594513,2.6418336305980397,0.938280260192743,189.66084999999998,189.68305,0.02220000000002642,0.03068679711167472,0.047266242038216555,0.6191305616056395,0.17794521979436972,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
273,sensor_052,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,157.64269281150163,156.53700955414013,1.1056832573615054,0.018316617741805263,60.36503425181655,63.20012724875145,1.046965814433371,183.31815,183.4835,0.16534999999998945,0.030610530093211026,0.055935980138784314,0.4019593205142142,3.6137204436167902,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
274,sensor_354,1233,310,0.01596169193934557,0.012738853503184714,0.003222838436160856,0.04014420113544201,0.0410716129032258,0.0009274117677837909,0.05894860728237507,0.01573254756200281,0.014535038593161263,0.9238833403095018,0.0421,0.042499999999999996,0.0003999999999999976,0.03047368009149462,0.0627213981110849,0.27524343742913465,0.0014582173765356923,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
275,sensor_085,1242,313,0.008778930566640064,0.0031847133757961785,0.005594217190843885,0.13308083735909823,0.13321533546325878,0.00013449810416055197,0.026618967632117803,0.005052716770212749,0.005052330761250503,0.9999236036809895,0.133,0.1329,0.00010000000000001674,0.03022642989696607,0.04882879823843844,0.5799060992666134,0.0002842847852857855,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
276,sensor_046,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,136.69490950479235,136.93504745222933,0.24013794743697758,0.030460509156752028,7.883582844961979,7.720247949630855,0.979281641539988,136.49545,136.2018,0.29365000000001373,0.029903407851300925,0.055742658879550766,0.4062965566492376,0.47962403384365193,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
277,sensor_103,1247,314,0.004788507581803671,0.0,0.004788507581803671,0.0021909382518043303,-0.0031598726114649683,0.005350810863269299,0.08559154314096616,0.0625156489404182,0.06465634775314837,1.0342426072353565,0.0,-0.0029,0.0029,0.02989920889691082,0.052852961757900496,0.47480555851751594,0.005424435646858072,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
278,sensor_175,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,0.3201593774940144,0.3199261980830671,0.000233179410947304,0.0032871550842070415,0.07093654086100222,0.07259073069790323,1.0233192909722273,0.3244,0.3179,0.006500000000000006,0.029820067522105035,0.04103123749008769,0.784946936141986,0.005140372604837069,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
279,sensor_278,1240,313,0.010375099760574621,0.0031847133757961785,0.007190386384778443,2.203463951612903,2.239587539936102,0.03612358832319895,0.037086257500420855,0.9740424285947166,1.830818077969488,1.8796081404902147,2.0875,2.0463,0.0411999999999999,0.029717532962187918,0.05131660311243941,0.5155263622559125,0.08484094845596211,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
280,sensor_120,1253,314,0.0,0.0,0.0,0.9708047086991222,0.9706668789808918,0.0001378297182303978,0.014725031900583125,0.009360232233177003,0.00708298044281916,0.756709904879688,0.9698,0.96835,0.0014499999999999513,0.029602903065257577,0.06426868509208472,0.2426421032055937,0.0006974084194304406,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
281,sensor_170,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,0.40141693290734826,0.39660063897763576,0.004816293929712501,0.024439056071891996,0.19707364783420778,0.20153153249388542,1.0226203995748226,0.413,0.404,0.008999999999999952,0.029429099874686185,0.039936102236421744,0.8118125164624465,0.008811162513865205,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
282,sensor_121,1253,314,0.0,0.0,0.0,6.310484836392658,6.31237229299363,0.001887456600972115,0.015890921754041075,0.11877577840896064,0.1444772444020059,1.2163864243815077,6.3145,6.31105,0.003449999999999953,0.029381958516588685,0.03729393404872894,0.8699571239103708,0.011204008362717075,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
283,sensor_173,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,0.32015985634477256,0.31992300319488814,0.00023685314988441952,0.003339152953770099,0.07093210558593863,0.07258901066385352,1.023359028527744,0.3244,0.3179,0.006500000000000006,0.029208944354085786,0.04103123749008769,0.784946936141986,0.005138524510496482,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
284,sensor_427,1250,314,0.0023942537909018356,0.0,0.0023942537909018356,1.2425396800000001,1.1992952229299363,0.04324445707006386,0.04008258085717417,1.0788840475157118,0.5510504336776625,0.5107596455305244,1.13805,1.1093,0.028750000000000053,0.0291852844631806,0.05047133757961786,0.5344794887135057,0.08564399579759918,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
285,sensor_186,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,7.384640575079872,7.290382165605097,0.09425840947477493,0.011884627882384546,7.93111996501676,2.640394705064142,0.33291574414592306,6.69,6.835,0.14499999999999957,0.028963933633512823,0.06317535255692797,0.2604931899420297,0.3611611461311134,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
