wafer_id,target,status,timestamp,calibrated_failure_probability,prediction_confidence,combined_uncertainty,data_confidence,ood_percentile,missing_sensor_rate,probability_interval_lower,probability_interval_upper,probability_interval_width,uncertainty_adjusted_decision,abstention_reason,failed_neighbour_count,passed_neighbour_count,historical_weighted_failure_rate,historical_raw_failure_rate,mean_similarity,maximum_similarity,historical_evidence_level,positive_shap_total,negative_shap_total,top_risk_features,top_protective_features,explanation_text,model_evidence_strength,prediction_reliability,data_familiarity_score,data_familiarity_band,derived_historical_evidence,evidence_agreement,evidence_conflict_flag,recommended_action,engineering_evidence_narrative,primary_decision_retained,new_failure_probability_created,physical_root_cause_claimed
WF-001151,0,Pass,2008-09-28 08:41:00,0.0184493647110867,0.3692702494923044,0.6307297505076956,0.550115633590494,0.7462090981644054,0.0088888888888888,0.0256877383074499,0.0407324313894564,0.0150446930820065,Low Risk,No abstention,0,10,0.0,0.0,0.5327989849916575,0.6897917079533702,No Retrieved Failure Evidence,0.1128724712847408,0.3457772331895027,sensor_489,"sensor_034, sensor_104, sensor_060, sensor_130, sensor_511","The record was assigned to Low Risk with a calibrated failure probability of 1.84%. The strongest model contributions increasing risk were sensor_489. Contributions reducing predicted risk were sensor_034, sensor_104, sensor_060. The internal prediction-confidence score was 36.93%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.2537909018355946,Unusual,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 1.84%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_489. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000877,0,Pass,2008-09-18 01:40:00,0.0347794256432422,0.250089518194109,0.749910481805891,0.5808418905737343,0.7382282521947326,0.0088888888888888,0.0201700778443147,0.0711795779686601,0.0510095001243453,Low Risk,No abstention,1,9,0.075730257994951,0.1,0.3800594562628383,0.8290150466960677,Limited Failure Evidence,0.1353156058612502,0.3086013201469646,,"sensor_104, sensor_214, sensor_520, sensor_248, sensor_352","The record was assigned to Low Risk with a calibrated failure probability of 3.48%. The strongest model contributions increasing risk were no dominant positive sensor contribution. Contributions reducing predicted risk were sensor_104, sensor_214, sensor_520. The internal prediction-confidence score was 25.01%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.26177174780526735,Unusual,Limited Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 3.48%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 7.57%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were no dominant positive sensor attribution was available. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000957,0,Pass,2008-09-20 15:19:00,0.0297655372257082,0.3309649652413883,0.6690350347586116,0.4479966303094795,0.953711093375898,0.0177777777777777,0.0214728367338309,0.0325844281892794,0.0111115914554485,Low Risk,No abstention,1,9,0.1120065687772608,0.1,0.4666789293195609,0.9069351495811356,Limited Failure Evidence,0.1297494450400426,0.3185351593257568,sensor_434,"sensor_104, sensor_214, sensor_060, sensor_352, sensor_130","The record was assigned to Low Risk with a calibrated failure probability of 2.98%. The strongest model contributions increasing risk were sensor_434. Contributions reducing predicted risk were sensor_104, sensor_214, sensor_060. The internal prediction-confidence score was 33.10%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.04628890662410201,Outside Typical Historical Experience,Limited Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 2.98%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 11.20%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_434. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000770,0,Pass,2008-09-09 00:25:00,0.0823713437739899,0.2447612854295981,0.7552387145704018,0.5327173893766073,0.8723064644852354,0.0088888888888888,0.0806054061633971,0.1248625067386131,0.044257100575216,High Risk,No abstention,0,10,0.0,0.0,0.0218452021697909,0.0652172695630265,No Retrieved Failure Evidence,0.1854856034936053,0.2622951273031292,"sensor_104, sensor_511, sensor_342, sensor_432","sensor_214, sensor_352, sensor_548, sensor_281, sensor_424","The record was assigned to High Risk with a calibrated failure probability of 8.24%. The strongest model contributions increasing risk were sensor_104, sensor_511, sensor_342. Contributions reducing predicted risk were sensor_214, sensor_352, sensor_548. The internal prediction-confidence score was 24.48%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.1276935355147646,Outside Typical Historical Experience,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 8.24%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_511, sensor_342, sensor_432. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001255,1,Fail,2008-10-02 21:32:00,0.1017632844266155,0.3108319113952568,0.6891680886047432,0.5863128491620112,0.7589784517158819,0.0,0.0777499679574884,0.1029922388567639,0.0252422708992755,High Risk,No abstention,1,9,0.048249397600124,0.1,0.239825105286902,0.8221797918215025,Limited Failure Evidence,0.1879551164893723,0.238217021251277,"sensor_133, sensor_489, sensor_512","sensor_520, sensor_104, sensor_511, sensor_478, sensor_248","The record was assigned to High Risk with a calibrated failure probability of 10.18%. The strongest model contributions increasing risk were sensor_133, sensor_489, sensor_512. Contributions reducing predicted risk were sensor_520, sensor_104, sensor_511. The internal prediction-confidence score was 31.08%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Moderate Reliability,0.24102154828411815,Unusual,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 10.18%, corresponding to Strong Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 4.82%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_133, sensor_489, sensor_512. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000867,0,Pass,2008-09-16 19:34:00,0.1070555208950243,0.2158146286635559,0.7841853713364441,0.6354943690697881,0.8236233040702314,0.0444444444444444,0.0601692261140241,0.1226585783631073,0.0624893522490832,High Risk,No abstention,0,10,0.0,0.0,0.4011762098817553,0.6123969605962727,No Retrieved Failure Evidence,0.1811999055150286,0.2249141912293143,"sensor_060, sensor_153, sensor_288, sensor_034, sensor_068","sensor_104, sensor_511, sensor_478, sensor_253","The record was assigned to High Risk with a calibrated failure probability of 10.71%. The strongest model contributions increasing risk were sensor_060, sensor_153, sensor_288. Contributions reducing predicted risk were sensor_104, sensor_511, sensor_478. The internal prediction-confidence score was 21.58%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.17637669592976857,Unusual,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 10.71%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_060, sensor_153, sensor_288, sensor_034, sensor_068. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000940,0,Pass,2008-09-20 05:34:00,0.0319485248093627,0.3872302017918184,0.6127697982081816,0.7082560964795601,0.6033519553072626,0.0088888888888888,0.0187144276646823,0.0341878529117533,0.0154734252470709,Low Risk,No abstention,3,7,0.2669245019453143,0.3,0.6427769116600215,0.8788427406407118,Moderate Failure Evidence,0.1513987066281577,0.3332082304376815,"sensor_511, sensor_386","sensor_131, sensor_104, sensor_214, sensor_352, sensor_130","The record was assigned to Low Risk with a calibrated failure probability of 3.19%. The strongest model contributions increasing risk were sensor_511, sensor_386. Contributions reducing predicted risk were sensor_131, sensor_104, sensor_214. The internal prediction-confidence score was 38.72%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.3966480446927374,Unusual,Moderate Historical Failure Evidence,Low-Risk Decision with Historical Conflict,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 3.19%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 3 observed failures, with a similarity-weighted historical failure rate of 26.69%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were sensor_511, sensor_386. Overall evidence status: Low-Risk Decision with Historical Conflict. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001352,0,Pass,2008-10-06 07:17:00,0.0243545580369474,0.3882031531772644,0.6117968468227356,0.7171506606366941,0.6025538707102953,0.0177777777777777,0.0157601788627391,0.0363109491662665,0.0205507703035274,Low Risk,No abstention,0,10,0.0,0.0,0.5684994107653397,0.9525887306420592,No Retrieved Failure Evidence,0.1208026901049661,0.3287312615335376,sensor_130,"sensor_034, sensor_104, sensor_060, sensor_029, sensor_478","The record was assigned to Low Risk with a calibrated failure probability of 2.44%. The strongest model contributions increasing risk were sensor_130. Contributions reducing predicted risk were sensor_034, sensor_104, sensor_060. The internal prediction-confidence score was 38.82%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.3974461292897047,Unusual,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 2.44%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_130. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000026,0,Pass,2008-07-27 09:37:00,0.1022168043439557,0.1531403631459024,0.8468596368540975,0.4563007892169904,0.9720670391061452,0.0088888888888888,0.0626780815155668,0.1300929300463127,0.0674148485307458,High Risk,No abstention,1,9,0.0811249708445722,0.1,0.1878089900679011,0.3841596412489136,Limited Failure Evidence,0.1941747110242387,0.2438651872147148,sensor_104,"sensor_214, sensor_352, sensor_282, sensor_147, sensor_470","The record was assigned to High Risk with a calibrated failure probability of 10.22%. The strongest model contributions increasing risk were sensor_104. Contributions reducing predicted risk were sensor_214, sensor_352, sensor_282. The internal prediction-confidence score was 15.31%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.027932960893854775,Outside Typical Historical Experience,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 10.22%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 8.11%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_104. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000838,0,Pass,2008-09-14 17:40:00,0.0318797060998321,0.3823936801169719,0.6176063198830282,0.7015880109958321,0.6783719074221868,0.0177777777777777,0.0249301591737621,0.0435391185995029,0.0186089594257407,Low Risk,No abstention,0,10,0.0,0.0,0.5374251483468528,0.7622212860639702,No Retrieved Failure Evidence,0.1212039179513455,0.303227727475155,,"sensor_034, sensor_104, sensor_511, sensor_564, sensor_029","The record was assigned to Low Risk with a calibrated failure probability of 3.19%. The strongest model contributions increasing risk were no dominant positive sensor contribution. Contributions reducing predicted risk were sensor_034, sensor_104, sensor_511. The internal prediction-confidence score was 38.24%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.3216280925778132,Unusual,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 3.19%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were no dominant positive sensor attribution was available. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000131,0,Pass,2008-08-06 03:22:00,0.104469726751709,0.1516262019641405,0.8483737980358594,0.4422585794094174,0.9305666400638468,0.0,0.0693079221865844,0.1405976897877175,0.071289767601133,High Risk,No abstention,3,7,0.364657558466445,0.3,0.4264533274192065,0.7729634677032321,Moderate Failure Evidence,0.198329462038032,0.2452104144189844,"sensor_104, sensor_060, sensor_511, sensor_386, sensor_520","sensor_478, sensor_206, sensor_480, sensor_548, sensor_201","The record was assigned to High Risk with a calibrated failure probability of 10.45%. The strongest model contributions increasing risk were sensor_104, sensor_060, sensor_511. Contributions reducing predicted risk were sensor_478, sensor_206, sensor_480. The internal prediction-confidence score was 15.16%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.06943335993615318,Outside Typical Historical Experience,Strong Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 10.45%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 3 observed failures, with a similarity-weighted historical failure rate of 36.47%; this is classified as Strong Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_060, sensor_511, sensor_386, sensor_520. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000150,0,Pass,2008-08-07 08:21:00,0.1112806630063405,0.158852601728333,0.841147398271667,0.4842337501108451,0.8523543495610535,0.0088888888888888,0.0785033069187369,0.155966823739115,0.077463516820378,High Risk,No abstention,2,8,0.1156190535184121,0.2,0.1941614710390902,0.3805314741713265,Limited Failure Evidence,0.1953255059203439,0.2339921725870106,"sensor_104, sensor_065, sensor_015, sensor_066, sensor_489","sensor_201, sensor_060, sensor_470, sensor_184","The record was assigned to High Risk with a calibrated failure probability of 11.13%. The strongest model contributions increasing risk were sensor_104, sensor_065, sensor_015. Contributions reducing predicted risk were sensor_201, sensor_060, sensor_470. The internal prediction-confidence score was 15.89%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.1476456504389465,Outside Typical Historical Experience,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 11.13%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 2 observed failures, with a similarity-weighted historical failure rate of 11.56%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_065, sensor_015, sensor_066, sensor_489. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001478,0,Pass,2008-10-13 14:06:00,0.0155714199198236,0.4198554310764847,0.5801445689235152,0.6492336614347788,0.830806065442937,0.0177777777777777,0.0151649668365188,0.0255291860394715,0.0103642192029527,Low Risk,No abstention,0,10,0.0,0.0,0.0046659545217227,0.0416838140007092,No Retrieved Failure Evidence,0.1082321916300787,0.3555417154396025,"sensor_206, sensor_342, sensor_478, sensor_064","sensor_104, sensor_214, sensor_034, sensor_060, sensor_352","The record was assigned to Low Risk with a calibrated failure probability of 1.56%. The strongest model contributions increasing risk were sensor_206, sensor_342, sensor_478. Contributions reducing predicted risk were sensor_104, sensor_214, sensor_034. The internal prediction-confidence score was 41.99%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Low-Risk Signal,Moderate Reliability,0.169193934557063,Unusual,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 1.56%, corresponding to Strong Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_206, sensor_342, sensor_478, sensor_064. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000051,1,Fail,2008-07-29 18:08:00,0.1019898466008417,0.2495287098979795,0.7504712901020205,0.6167393810410571,0.5642458100558659,0.0444444444444444,0.0911216897689602,0.1353717014374143,0.044250011668454,High Risk,No abstention,1,9,0.1356738456967138,0.1,0.4532497588677943,0.6758710153260483,Limited Failure Evidence,0.18558360975694,0.2355598002331305,"sensor_060, sensor_424, sensor_034, sensor_015","sensor_104, sensor_578, sensor_036, sensor_478, sensor_308","The record was assigned to High Risk with a calibrated failure probability of 10.20%. The strongest model contributions increasing risk were sensor_060, sensor_424, sensor_034. Contributions reducing predicted risk were sensor_104, sensor_578, sensor_036. The internal prediction-confidence score was 24.95%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.43575418994413406,Familiar,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 10.20%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is familiar relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 13.57%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_060, sensor_424, sensor_034, sensor_015. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001346,0,Pass,2008-10-06 05:21:00,0.0232767682877164,0.4452342098243039,0.554765790175696,0.8894571251219295,0.1923383878691141,0.0177777777777777,0.0182377907669987,0.0362961223286566,0.0180583315616578,Low Risk,No abstention,2,8,0.2110951711612007,0.2,0.5320493742693178,0.7812755214810707,Limited Failure Evidence,0.1116468136470591,0.3237658612661067,sensor_406,"sensor_034, sensor_104, sensor_029, sensor_317, sensor_181","The record was assigned to Low Risk with a calibrated failure probability of 2.33%. The strongest model contributions increasing risk were sensor_406. Contributions reducing predicted risk were sensor_034, sensor_104, sensor_029. The internal prediction-confidence score was 44.52%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.8076616121308859,Very Familiar,Moderate Historical Failure Evidence,Low-Risk Decision with Historical Conflict,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 2.33%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is very familiar relative to the development data. The ten retrieved development neighbours contained 2 observed failures, with a similarity-weighted historical failure rate of 21.11%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were sensor_406. Overall evidence status: Low-Risk Decision with Historical Conflict. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001317,0,Pass,2008-10-05 10:00:00,0.0331280378511453,0.382486646736081,0.617513353263919,0.6258098785137891,0.7916999201915403,0.0177777777777777,0.0364082548253036,0.0467033007345642,0.0102950459092606,Low Risk,No abstention,0,10,0.0,0.0,0.3328058746852381,0.6646377911915906,No Retrieved Failure Evidence,0.1389249239750743,0.3171154001655505,sensor_342,"sensor_104, sensor_317, sensor_181, sensor_511, sensor_453","The record was assigned to Low Risk with a calibrated failure probability of 3.31%. The strongest model contributions increasing risk were sensor_342. Contributions reducing predicted risk were sensor_104, sensor_317, sensor_181. The internal prediction-confidence score was 38.25%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.20830007980845966,Unusual,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 3.31%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_342. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000817,0,Pass,2008-09-12 22:25:00,0.0128786301620683,0.4983764598821812,0.5016235401178188,0.8513005231887913,0.2913008778930566,0.0355555555555555,0.0088103030097619,0.0150487997469035,0.0062384967371415,Low Risk,No abstention,3,7,0.3081148789048269,0.3,0.3635806287335806,0.7560407485915807,Moderate Failure Evidence,0.1094937877478987,0.3721842639383749,sensor_082,"sensor_034, sensor_104, sensor_214, sensor_520, sensor_060","The record was assigned to Low Risk with a calibrated failure probability of 1.29%. The strongest model contributions increasing risk were sensor_082. Contributions reducing predicted risk were sensor_034, sensor_104, sensor_214. The internal prediction-confidence score was 49.84%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Low-Risk Signal,Moderate Reliability,0.7086991221069434,Familiar,Strong Historical Failure Evidence,Low-Risk Decision with Historical Conflict,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 1.29%, corresponding to Strong Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is familiar relative to the development data. The ten retrieved development neighbours contained 3 observed failures, with a similarity-weighted historical failure rate of 30.81%; this is classified as Strong Historical Failure Evidence. The principal model-attribution features were sensor_082. Overall evidence status: Low-Risk Decision with Historical Conflict. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001095,0,Pass,2008-09-26 01:21:00,0.0855171138577884,0.2856929953313584,0.7143070046686416,0.4679088410038131,0.8842777334397446,0.0177777777777777,0.0712337603513731,0.0906334030671363,0.0193996427157631,High Risk,No abstention,0,10,0.0,0.0,0.4599849933172938,0.6599922679781356,No Retrieved Failure Evidence,0.1786675144442993,0.2508579906347756,"sensor_424, sensor_282","sensor_104, sensor_130, sensor_126, sensor_478, sensor_511","The record was assigned to High Risk with a calibrated failure probability of 8.55%. The strongest model contributions increasing risk were sensor_424, sensor_282. Contributions reducing predicted risk were sensor_104, sensor_130, sensor_126. The internal prediction-confidence score was 28.57%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Moderate Reliability,0.11572226656025542,Outside Typical Historical Experience,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 8.55%, corresponding to Strong Risk Signal. Prediction reliability is Moderate Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_424, sensor_282. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000229,0,Pass,2008-08-17 03:46:00,0.2326193201507954,0.2345810678389503,0.7654189321610496,0.6696328810853951,0.5163607342378292,0.0,0.169469079507834,0.2948017839101983,0.1253327044023643,High Risk,No abstention,1,9,0.0305798673813122,0.1,0.1006810722422968,0.2807787177925148,Limited Failure Evidence,0.2667332710419214,0.2001856519943022,"sensor_104, sensor_065, sensor_478, sensor_206, sensor_066","sensor_060, sensor_548, sensor_432","The record was assigned to High Risk with a calibrated failure probability of 23.26%. The strongest model contributions increasing risk were sensor_104, sensor_065, sensor_478. Contributions reducing predicted risk were sensor_060, sensor_548, sensor_432. The internal prediction-confidence score was 23.46%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Very Strong Risk Signal,Low Reliability,0.48363926576217076,Familiar,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 23.26%, corresponding to Very Strong Risk Signal. Prediction reliability is Low Reliability, and the record is familiar relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 3.06%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_065, sensor_478, sensor_206, sensor_066. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
