wafer_id,target,status,decision,calibrated_failure_probability,prediction_confidence,combined_uncertainty,data_familiarity,historical_weighted_failure_rate,priority_1_sensor,priority_1_score,priority_1_level,top_5_sensors,very_high_or_high_sensor_count,missing_priority_sensor_count,inspection_summary
WF-000675,0,Pass,Low Risk,0.0274244105177695,0.4067563316476548,0.5932436683523452,0.4764565043894653,0.0,sensor_104,0.8,Very High,"sensor_104, sensor_153, sensor_034, sensor_181, sensor_317",2,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.74%. The first statistical sensor measurements to investigate are sensor_104, sensor_153, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000679,0,Pass,Engineering Review,0.0450651238955002,0.3297198275954265,0.6702801724045735,0.6153232242617718,0.0838470924402742,sensor_034,0.8500000000000001,Very High,"sensor_034, sensor_206, sensor_104, sensor_060, sensor_282",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.51%. The first statistical sensor measurements to investigate are sensor_034, sensor_206, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000690,0,Pass,High Risk,0.1403861357013753,0.2042636023153765,0.7957363976846235,0.461292897047087,0.1986318928131444,sensor_104,1.0,Very High,"sensor_104, sensor_034, sensor_511, sensor_015, sensor_349",2,0,"The record is assigned to High Risk with a calibrated failure probability of 14.04%. The first statistical sensor measurements to investigate are sensor_104, sensor_034, sensor_511. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000694,0,Pass,Low Risk,0.0156205708782122,0.4454883602345935,0.5545116397654064,0.9377494014365523,0.0,sensor_511,0.7999999999999999,High,"sensor_511, sensor_060, sensor_104, sensor_478, sensor_206",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 1.56%. The first statistical sensor measurements to investigate are sensor_511, sensor_060, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000699,0,Pass,Engineering Review,0.047695357261218,0.2614421896775487,0.7385578103224513,0.13567438148443733,0.0781948168772044,sensor_424,0.7875,High,"sensor_424, sensor_104, sensor_282, sensor_015, sensor_181",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.77%. The first statistical sensor measurements to investigate are sensor_424, sensor_104, sensor_282. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000706,0,Pass,Engineering Review,0.0393909651156156,0.3370818544214279,0.662918145578572,0.16520351157222668,0.0,sensor_032,0.7124999999999999,Moderate,"sensor_032, sensor_104, sensor_478, sensor_472, sensor_022",0,0,"The record is assigned to Engineering Review with a calibrated failure probability of 3.94%. The first statistical sensor measurements to investigate are sensor_032, sensor_104, sensor_478. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000707,0,Pass,Engineering Review,0.0603287179363219,0.3132411319876762,0.6867588680123238,0.2641660015961692,0.0,sensor_478,0.825,Very High,"sensor_478, sensor_104, sensor_511, sensor_206, sensor_342",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 6.03%. The first statistical sensor measurements to investigate are sensor_478, sensor_104, sensor_511. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000708,0,Pass,Engineering Review,0.0473835448352099,0.4056680014932704,0.5943319985067296,0.9704708699122107,0.0,sensor_342,0.825,Very High,"sensor_342, sensor_478, sensor_206, sensor_104, sensor_032",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.74%. The first statistical sensor measurements to investigate are sensor_342, sensor_478, sensor_206. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000709,0,Pass,Low Risk,0.0283070992209167,0.4622526594167971,0.537747340583203,0.7015163607342378,0.0,sensor_478,0.8500000000000001,Very High,"sensor_478, sensor_206, sensor_104, sensor_342, sensor_060",3,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.83%. The first statistical sensor measurements to investigate are sensor_478, sensor_206, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000713,0,Pass,Low Risk,0.017998145378469,0.4262656180604821,0.5737343819395179,0.8236233040702314,0.0220110531587878,sensor_060,0.65,Moderate,"sensor_060, sensor_104, sensor_034, sensor_032, sensor_478",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 1.80%. The first statistical sensor measurements to investigate are sensor_060, sensor_104, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000714,0,Pass,Engineering Review,0.0395619978434222,0.3306101769123682,0.6693898230876318,0.08938547486033521,0.0,sensor_104,0.675,Moderate,"sensor_104, sensor_060, sensor_489, sensor_478, sensor_206",0,0,"The record is assigned to Engineering Review with a calibrated failure probability of 3.96%. The first statistical sensor measurements to investigate are sensor_104, sensor_060, sensor_489. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000715,0,Pass,Low Risk,0.0161458792290348,0.4963410097912662,0.5036589902087338,0.9066241021548285,0.0,sensor_511,0.65,Moderate,"sensor_511, sensor_104, sensor_214, sensor_060, sensor_015",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 1.61%. The first statistical sensor measurements to investigate are sensor_511, sensor_104, sensor_214. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000716,0,Pass,Engineering Review,0.0420833264764579,0.3159907752988998,0.6840092247011003,0.25219473264166004,0.0,sensor_034,0.675,Moderate,"sensor_034, sensor_104, sensor_060, sensor_512, sensor_511",0,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.21%. The first statistical sensor measurements to investigate are sensor_034, sensor_104, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000726,0,Pass,Low Risk,0.0244293874887086,0.3836933107337407,0.6163066892662593,0.3080606544293695,0.0,sensor_478,0.875,Very High,"sensor_478, sensor_206, sensor_104, sensor_342, sensor_060",2,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.44%. The first statistical sensor measurements to investigate are sensor_478, sensor_206, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000727,0,Pass,Low Risk,0.0192826831941094,0.5023158666742495,0.4976841333257504,0.8906624102154829,0.0,sensor_034,0.7749999999999999,High,"sensor_034, sensor_342, sensor_060, sensor_104, sensor_032",2,0,"The record is assigned to Low Risk with a calibrated failure probability of 1.93%. The first statistical sensor measurements to investigate are sensor_034, sensor_342, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000731,0,Pass,Low Risk,0.0046567560809824,0.5468644478043551,0.4531355521956449,0.7366320830007981,0.0801589192882484,sensor_214,0.675,Moderate,"sensor_214, sensor_060, sensor_511, sensor_104, sensor_352",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 0.47%. The first statistical sensor measurements to investigate are sensor_214, sensor_060, sensor_511. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000749,0,Pass,Low Risk,0.0194137338011722,0.4919321855345954,0.5080678144654046,0.8858739026336792,0.0,sensor_034,0.8,Very High,"sensor_034, sensor_104, sensor_060, sensor_282, sensor_511",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 1.94%. The first statistical sensor measurements to investigate are sensor_034, sensor_104, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000751,0,Pass,Engineering Review,0.0524321923124244,0.2980733616722296,0.7019266383277705,0.2274541101356744,0.0,sensor_104,0.825,Very High,"sensor_104, sensor_424, sensor_060, sensor_034, sensor_317",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.24%. The first statistical sensor measurements to investigate are sensor_104, sensor_424, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000754,0,Pass,Low Risk,0.0333251808971113,0.3200004185615128,0.6799995814384872,0.2753391859537111,0.0828236573347162,sensor_104,0.9,Very High,"sensor_104, sensor_511, sensor_206, sensor_032, sensor_432",3,0,"The record is assigned to Low Risk with a calibrated failure probability of 3.33%. The first statistical sensor measurements to investigate are sensor_104, sensor_511, sensor_206. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000755,0,Pass,Engineering Review,0.0584131867245204,0.3475692382613476,0.6524307617386524,0.36711891460494817,0.0,sensor_478,0.825,Very High,"sensor_478, sensor_206, sensor_034, sensor_511, sensor_342",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.84%. The first statistical sensor measurements to investigate are sensor_478, sensor_206, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000766,0,Pass,Engineering Review,0.042064415436513,0.4095986056506893,0.5904013943493107,0.36871508379888274,0.2291545935761536,sensor_104,0.6375,Moderate,"sensor_104, sensor_032, sensor_317, sensor_015, sensor_060",0,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.21%. The first statistical sensor measurements to investigate are sensor_104, sensor_032, sensor_317. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000767,0,Pass,Engineering Review,0.0480821176462884,0.3954630917997014,0.6045369082002986,0.48842777334397447,0.0,sensor_511,0.8,Very High,"sensor_511, sensor_060, sensor_015, sensor_104, sensor_424",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.81%. The first statistical sensor measurements to investigate are sensor_511, sensor_060, sensor_015. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000770,0,Pass,High Risk,0.0823713437739899,0.2447612854295981,0.7552387145704018,0.1276935355147646,0.0,sensor_104,0.95,Very High,"sensor_104, sensor_511, sensor_342, sensor_432, sensor_214",4,0,"The record is assigned to High Risk with a calibrated failure probability of 8.24%. The first statistical sensor measurements to investigate are sensor_104, sensor_511, sensor_342. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000777,0,Pass,Engineering Review,0.039724556364075,0.3745308132366495,0.6254691867633504,0.5522745411013568,0.0,sensor_424,0.8375,Very High,"sensor_424, sensor_064, sensor_104, sensor_060, sensor_563",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 3.97%. The first statistical sensor measurements to investigate are sensor_424, sensor_064, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000787,0,Pass,Engineering Review,0.0522865348979022,0.3890067764787293,0.6109932235212707,0.8874700718276138,0.1174755365261785,sensor_104,0.825,Very High,"sensor_104, sensor_424, sensor_015, sensor_034, sensor_060",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.23%. The first statistical sensor measurements to investigate are sensor_104, sensor_424, sensor_015. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000793,0,Pass,Engineering Review,0.0426441651253826,0.3763474133504663,0.6236525866495337,0.5235434956105347,0.1332606923904509,sensor_206,0.7249999999999999,High,"sensor_206, sensor_153, sensor_424, sensor_104, sensor_060",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.26%. The first statistical sensor measurements to investigate are sensor_206, sensor_153, sensor_424. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000796,1,Fail,Engineering Review,0.0361807096397845,0.3687061014499476,0.6312938985500524,0.18834796488427774,0.1635099622337066,sensor_104,0.65,Moderate,"sensor_104, sensor_478, sensor_060, sensor_206, sensor_282",0,0,"The record is assigned to Engineering Review with a calibrated failure probability of 3.62%. The first statistical sensor measurements to investigate are sensor_104, sensor_478, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000799,0,Pass,Engineering Review,0.0611085369595678,0.2868980699667159,0.713101930033284,0.16280925778132482,0.208232914037315,sensor_424,0.875,Very High,"sensor_424, sensor_432, sensor_015, sensor_104, sensor_064",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 6.11%. The first statistical sensor measurements to investigate are sensor_424, sensor_432, sensor_015. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000812,0,Pass,Low Risk,0.0113072610572929,0.5164028914291944,0.4835971085708056,0.7741420590582602,0.0,sensor_034,0.7250000000000001,Moderate,"sensor_034, sensor_104, sensor_214, sensor_060, sensor_352",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 1.13%. The first statistical sensor measurements to investigate are sensor_034, sensor_104, sensor_214. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000817,0,Pass,Low Risk,0.0128786301620683,0.4983764598821812,0.5016235401178188,0.7086991221069434,0.3081148789048269,sensor_034,0.7250000000000001,Moderate,"sensor_034, sensor_104, sensor_511, sensor_060, sensor_082",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 1.29%. The first statistical sensor measurements to investigate are sensor_034, sensor_104, sensor_511. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000818,0,Pass,Low Risk,0.0281330288721425,0.3894378725844454,0.6105621274155546,0.2913008778930567,0.0,sensor_424,0.7875,High,"sensor_424, sensor_034, sensor_104, sensor_082, sensor_511",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.81%. The first statistical sensor measurements to investigate are sensor_424, sensor_034, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000819,0,Pass,Low Risk,0.0213473101017144,0.4150483504384761,0.5849516495615239,0.41500399042298486,0.1389884656329055,sensor_104,0.8,Very High,"sensor_104, sensor_424, sensor_511, sensor_060, sensor_214",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.13%. The first statistical sensor measurements to investigate are sensor_104, sensor_424, sensor_511. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000821,0,Pass,Low Risk,0.025142566193286,0.3904849003786423,0.6095150996213576,0.40462889066241026,0.2803463877059547,sensor_511,0.75,High,"sensor_511, sensor_034, sensor_104, sensor_201, sensor_378",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.51%. The first statistical sensor measurements to investigate are sensor_511, sensor_034, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000835,0,Pass,Engineering Review,0.0559059183912735,0.2937994150776452,0.7062005849223547,0.6847565841979251,0.0758578226498443,sensor_424,0.7374999999999999,High,"sensor_424, sensor_015, sensor_060, sensor_104, sensor_478",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.59%. The first statistical sensor measurements to investigate are sensor_424, sensor_015, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000838,0,Pass,Low Risk,0.0318797060998321,0.3823936801169719,0.6176063198830282,0.3216280925778132,0.0,sensor_034,0.65,Moderate,"sensor_034, sensor_104, sensor_478, sensor_511, sensor_548",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 3.19%. The first statistical sensor measurements to investigate are sensor_034, sensor_104, sensor_478. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000841,0,Pass,Engineering Review,0.036893126597488,0.3752414445889169,0.624758555411083,0.7310454908220272,0.0,sensor_386,0.75,High,"sensor_386, sensor_034, sensor_104, sensor_478, sensor_206",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 3.69%. The first statistical sensor measurements to investigate are sensor_386, sensor_034, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000847,0,Pass,High Risk,0.0901201075521735,0.3495374753724185,0.6504625246275815,0.7709497206703911,0.0,sensor_104,0.7125,Moderate,"sensor_104, sensor_432, sensor_015, sensor_060, sensor_478",2,3,"The record is assigned to High Risk with a calibrated failure probability of 9.01%. The first statistical sensor measurements to investigate are sensor_104, sensor_432, sensor_015. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000848,0,Pass,Engineering Review,0.053929152626906,0.4060023660737878,0.5939976339262121,0.8523543495610535,0.0,sensor_424,0.7,High,"sensor_424, sensor_104, sensor_342, sensor_478, sensor_060",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.39%. The first statistical sensor measurements to investigate are sensor_424, sensor_104, sensor_342. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000851,0,Pass,Low Risk,0.0113072610572929,0.4724868265345221,0.5275131734654779,0.4134078212290503,0.0,sensor_478,0.75,Moderate,"sensor_478, sensor_104, sensor_206, sensor_034, sensor_060",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 1.13%. The first statistical sensor measurements to investigate are sensor_478, sensor_104, sensor_206. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000863,0,Pass,Low Risk,0.0273019774078918,0.366494642523697,0.633505357476303,0.20430965682362334,0.0039581739739805,sensor_104,0.775,High,"sensor_104, sensor_424, sensor_034, sensor_181, sensor_126",2,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.73%. The first statistical sensor measurements to investigate are sensor_104, sensor_424, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000866,0,Pass,Low Risk,0.0205299903912706,0.4777586087653737,0.5222413912346262,0.7869114126097367,0.0,sensor_104,0.675,Moderate,"sensor_104, sensor_034, sensor_060, sensor_478, sensor_214",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.05%. The first statistical sensor measurements to investigate are sensor_104, sensor_034, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000867,0,Pass,High Risk,0.1070555208950243,0.2158146286635559,0.7841853713364441,0.17637669592976857,0.0,sensor_060,0.85,Very High,"sensor_060, sensor_104, sensor_153, sensor_288, sensor_034",2,0,"The record is assigned to High Risk with a calibrated failure probability of 10.71%. The first statistical sensor measurements to investigate are sensor_060, sensor_104, sensor_153. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000869,0,Pass,Engineering Review,0.039247380070933,0.3751624804549761,0.6248375195450239,0.6145251396648045,0.0876945512198195,sensor_104,0.775,Moderate,"sensor_104, sensor_153, sensor_478, sensor_206, sensor_060",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 3.92%. The first statistical sensor measurements to investigate are sensor_104, sensor_153, sensor_478. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000873,0,Pass,Low Risk,0.0219285744454393,0.4162618684864302,0.5837381315135698,0.7509976057462091,0.0,sensor_511,0.8499999999999999,Very High,"sensor_511, sensor_478, sensor_104, sensor_034, sensor_214",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.19%. The first statistical sensor measurements to investigate are sensor_511, sensor_478, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000877,0,Pass,Low Risk,0.0347794256432422,0.250089518194109,0.749910481805891,0.26177174780526735,0.075730257994951,sensor_104,0.8,Moderate,"sensor_104, sensor_478, sensor_214, sensor_060, sensor_206",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 3.48%. The first statistical sensor measurements to investigate are sensor_104, sensor_478, sensor_214. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000878,0,Pass,Engineering Review,0.0476016467646206,0.4280493425309995,0.5719506574690005,0.8523543495610535,0.173786723691032,sensor_206,0.7749999999999999,High,"sensor_206, sensor_478, sensor_342, sensor_104, sensor_060",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.76%. The first statistical sensor measurements to investigate are sensor_206, sensor_478, sensor_342. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000888,0,Pass,Low Risk,0.0231805995380912,0.4401252905186626,0.5598747094813373,0.6376695929768557,0.0,sensor_034,0.675,Moderate,"sensor_034, sensor_104, sensor_060, sensor_126, sensor_214",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.32%. The first statistical sensor measurements to investigate are sensor_034, sensor_104, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000894,0,Pass,Engineering Review,0.0517292485570852,0.3664595040198268,0.6335404959801731,0.33599361532322425,0.1407289805445939,sensor_104,0.825,Moderate,"sensor_104, sensor_153, sensor_206, sensor_060, sensor_511",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.17%. The first statistical sensor measurements to investigate are sensor_104, sensor_153, sensor_206. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000904,0,Pass,Low Risk,0.0219170643882636,0.4218171175651102,0.5781828824348898,0.4277733439744613,0.0,sensor_104,0.725,Moderate,"sensor_104, sensor_060, sensor_214, sensor_511, sensor_131",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.19%. The first statistical sensor measurements to investigate are sensor_104, sensor_060, sensor_214. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000908,0,Pass,Low Risk,0.0092964306760435,0.5398253196835927,0.4601746803164073,0.9241819632881086,0.0,sensor_104,0.775,Moderate,"sensor_104, sensor_060, sensor_034, sensor_511, sensor_512",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 0.93%. The first statistical sensor measurements to investigate are sensor_104, sensor_060, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000913,0,Pass,Engineering Review,0.0440960754815834,0.324533311277672,0.675466688722328,0.8914604948124502,0.0341553561007591,sensor_104,0.85,Moderate,"sensor_104, sensor_511, sensor_478, sensor_206, sensor_214",0,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.41%. The first statistical sensor measurements to investigate are sensor_104, sensor_511, sensor_478. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000915,1,Fail,Engineering Review,0.0729517403904716,0.2911180696371755,0.7088819303628244,0.9752593774940144,0.1961991029736406,sensor_104,0.8,Moderate,"sensor_104, sensor_060, sensor_153, sensor_015, sensor_511",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 7.30%. The first statistical sensor measurements to investigate are sensor_104, sensor_060, sensor_153. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000931,0,Pass,Low Risk,0.0165529979837179,0.4253630165164818,0.5746369834835182,0.44692737430167595,0.158128218962062,sensor_153,0.7749999999999999,High,"sensor_153, sensor_104, sensor_034, sensor_060, sensor_126",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 1.66%. The first statistical sensor measurements to investigate are sensor_153, sensor_104, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000933,0,Pass,Low Risk,0.0147788975616677,0.4163660018009877,0.5836339981990122,0.42059058260175575,0.252625841931512,sensor_104,0.65,Moderate,"sensor_104, sensor_126, sensor_060, sensor_520, sensor_130",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 1.48%. The first statistical sensor measurements to investigate are sensor_104, sensor_126, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000937,0,Pass,Low Risk,0.0128631040847779,0.4215053426564173,0.5784946573435826,0.3072625698324022,0.0,sensor_060,0.675,Moderate,"sensor_060, sensor_478, sensor_104, sensor_206, sensor_126",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 1.29%. The first statistical sensor measurements to investigate are sensor_060, sensor_478, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000940,0,Pass,Low Risk,0.0319485248093627,0.3872302017918184,0.6127697982081816,0.3966480446927374,0.2669245019453143,sensor_511,0.8,Very High,"sensor_511, sensor_104, sensor_060, sensor_214, sensor_386",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 3.19%. The first statistical sensor measurements to investigate are sensor_511, sensor_104, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000947,0,Pass,Low Risk,0.0097998114632629,0.4651473350765884,0.5348526649234115,0.5969672785315243,8.603082340320172e-19,sensor_104,0.825,Moderate,"sensor_104, sensor_478, sensor_511, sensor_060, sensor_206",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 0.98%. The first statistical sensor measurements to investigate are sensor_104, sensor_478, sensor_511. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000948,0,Pass,Low Risk,0.0298163259809585,0.376250164166001,0.623749835833999,0.25059856344772546,0.0303590089070732,sensor_424,0.725,High,"sensor_424, sensor_104, sensor_060, sensor_386, sensor_352",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.98%. The first statistical sensor measurements to investigate are sensor_424, sensor_104, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000954,0,Pass,Engineering Review,0.0475600435719507,0.3494254607649666,0.6505745392350334,0.5123703112529928,0.0,sensor_060,0.65,Moderate,"sensor_060, sensor_104, sensor_126, sensor_288, sensor_130",0,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.76%. The first statistical sensor measurements to investigate are sensor_060, sensor_104, sensor_126. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000955,0,Pass,Low Risk,0.0234881832990537,0.3613041215340428,0.6386958784659571,0.13567438148443733,0.0,sensor_153,0.75,High,"sensor_153, sensor_104, sensor_032, sensor_511, sensor_060",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.35%. The first statistical sensor measurements to investigate are sensor_153, sensor_104, sensor_032. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000957,0,Pass,Low Risk,0.0297655372257082,0.3309649652413883,0.6690350347586116,0.04628890662410201,0.1120065687772608,sensor_060,0.675,Moderate,"sensor_060, sensor_104, sensor_214, sensor_478, sensor_434",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.98%. The first statistical sensor measurements to investigate are sensor_060, sensor_104, sensor_214. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000960,0,Pass,Low Risk,0.0294046723208523,0.4341160917599598,0.5658839082400402,0.5235434956105347,0.093069074376206,sensor_153,0.8499999999999999,Very High,"sensor_153, sensor_104, sensor_126, sensor_511, sensor_130",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.94%. The first statistical sensor measurements to investigate are sensor_153, sensor_104, sensor_126. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
